Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
contracting authority,use,a costeffectiveness approach including lifecycle costing for the lowest cost method,"['costeffectiveness approach', 'lifecycle', 'low cost method']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"Contracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the following: (a) the tender complies with the minimum requirements specified in the procurement documents;   (b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; (c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to conflicts of interest which may negatively affect the performance of the contract. The contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. Selection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic and financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements relating to financial capacity. The contracting authority shall apply the award criteria to evaluate the tender. The contracting authority shall base the award of contracts on the most economically advantageous tender, which shall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. For the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. For the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria linked to the subject matter of the contract."
contracting authority,take,the price or cost and other quality criteria linked to the subject matter of the contract into account,"['price', 'cost', 'quality criterion', 'subject matter', 'contract', 'account']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"Contracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the following: (a) the tender complies with the minimum requirements specified in the procurement documents;   (b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; (c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to conflicts of interest which may negatively affect the performance of the contract. The contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. Selection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic and financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements relating to financial capacity. The contracting authority shall apply the award criteria to evaluate the tender. The contracting authority shall base the award of contracts on the most economically advantageous tender, which shall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. For the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. For the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria linked to the subject matter of the contract."
contracting authority,lay,time limits for the receipt of tenders and requests,"['time limit', 'receipt', 'tender', 'request']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,participate,in accordance with point 24 of annex i,"['accordance', 'point', 'annex']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,take,the complexity of the purchase leaving an adequate period for economic operators to prepare economic operators into account,"['complexity', 'purchase', 'adequate period', 'economic operator', 'economic operator', 'account']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
tender submit,withdraw,before contract signature,['contract signature'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,release,the guarantees,['guarantee'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,open,all requests to participate and,['request'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,reject,requests to participate and tenders which do not comply with the time limit for receipt without opening them tenders already open when them are received without examining them content however,"['request', 'time limit', 'receipt', 'tender', 'content']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,evaluate,all requests to participate or tenders,"['request', 'tender']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,reject,during the opening phase,['opening phase'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,lay,in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction,"['paragraph', 'basis', 'criterion', 'procurement document', 'view', 'contract', 'electronic auction']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
authorise officer,waive,the appointment of an evaluation committee in the following cases,"['appointment', 'evaluation committee', 'follow case']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
authorise officer,provide,for in article 150(2,['article'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
value contract,be,the authorising officer may waive the appointment of an evaluation committee as provided for in article 150(2) in the following cases below the thresholds referred to in article 175(1) on the basis of a risk analysis for the cases referred to in points(i)(iii) and of the second subparagraph of point,"['authorise officer', 'appointment', 'evaluation committee', 'article', 'follow case', 'threshold', 'article', 'basis', 'risk analysis', 'case', 'pointsiiii', 'second subparagraph', 'point']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","The contracting authority shall lay down time limits for the receipt of tenders and requests to participate in accordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate period for economic operators to prepare their tenders. If deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to make sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent 1 to 2 % of the total estimated value of the contract. The contracting authority shall release the guarantees: (a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the information on the outcome of the procedure; (b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. The contracting authority shall open all requests to participate and tenders. However, it shall reject: (a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; (b) tenders already open when they are received, without examining their content. The contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase as laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction. The authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in the following cases: (a) the value of the contract is below the thresholds referred to in Article 175(1); (b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph of point 11.1 of Annex I; (c) on the basis of a risk analysis when reopening competition within a framework contract; (d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. Requests to participate and tenders which do not comply with all the minimum requirements set out in the procurement documents shall be rejected."
contracting authority,communicate,additional information about the procurement documents before the time limit for receipt of requests to participate or tenders,"['additional information', 'procurement document', 'time limit', 'receipt', 'request']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 169  Contacts during the procurement procedure ,"Before the time limit for receipt of requests to participate or tenders, the contracting authority may communicate additional information about the procurement documents if it discovers an error or omission in the text or upon request from candidates or tenderers. Information provided shall be disclosed to all candidates or tenderers. L 193/114  After the time limit for receipt of requests to participate or tenders, in every case where contact has been made, and in the duly justified cases where contact has not been made as provided for in Article 151, a record shall be kept in the procurement file."
contracting authority,discover,an error or omission in the text,"['error', 'omission', 'text']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 169  Contacts during the procurement procedure ,"Before the time limit for receipt of requests to participate or tenders, the contracting authority may communicate additional information about the procurement documents if it discovers an error or omission in the text or upon request from candidates or tenderers. Information provided shall be disclosed to all candidates or tenderers. L 193/114  After the time limit for receipt of requests to participate or tenders, in every case where contact has been made, and in the duly justified cases where contact has not been made as provided for in Article 151, a record shall be kept in the procurement file."
information provide,disclose,to all candidates or tenderers,"['candidate', 'tenderer']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 169  Contacts during the procurement procedure ,"Before the time limit for receipt of requests to participate or tenders, the contracting authority may communicate additional information about the procurement documents if it discovers an error or omission in the text or upon request from candidates or tenderers. Information provided shall be disclosed to all candidates or tenderers. L 193/114  After the time limit for receipt of requests to participate or tenders, in every case where contact has been made, and in the duly justified cases where contact has not been made as provided for in Article 151, a record shall be kept in the procurement file."
contact,provide,for in article 151,['article'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 169  Contacts during the procurement procedure ,"Before the time limit for receipt of requests to participate or tenders, the contracting authority may communicate additional information about the procurement documents if it discovers an error or omission in the text or upon request from candidates or tenderers. Information provided shall be disclosed to all candidates or tenderers. L 193/114  After the time limit for receipt of requests to participate or tenders, in every case where contact has been made, and in the duly justified cases where contact has not been made as provided for in Article 151, a record shall be kept in the procurement file."
authorise officer responsible,decide,to whom the contract is to be awarded in compliance with the selection and award criteria specified in the procurement documents,"['contract', 'compliance', 'selection award criterion', 'procurement document']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 170  Award decision and information to candidates or tenderers ,"The authorising officer responsible shall decide to whom the contract is to be awarded, in compliance with the selection and award criteria specified in the procurement documents. The contracting authority shall notify all candidates or tenderers, whose requests to participate or tenders are rejected, of the grounds on which the decision was taken, as well as the duration of the standstill periods referred to in Articles 175(2) and 178(1). For the award of specific contracts under a framework contract with reopening of competition, the contracting authority shall inform the tenderers of the result of the evaluation. The contracting authority shall inform each tenderer who is not in an exclusion situation referred to in Article 136(1), who is not rejected under Article 141, whose tender is compliant with the procurement documents and who makes a request in writing, of any of the following: (a) the name of the tenderer, or tenderers in the case of a framework contract, to whom the contract is awarded and, except in the case of a specific contract under a framework contract with reopening of competition, the characteristics and relative advantages of the successful tender, the price paid or contract value, whichever is appropriate; (b) the progress of negotiation and dialogue with tenderers. However, the contracting authority may decide to withhold certain information where its release would impede law enforcement, would be contrary to the public interest or would prejudice the legitimate commercial interests of economic operators or might distort fair competition between them."
contract,be,to be awarded in compliance with the selection and award criteria specified in the procurement documents,"['compliance', 'selection award criterion', 'procurement document']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 170  Award decision and information to candidates or tenderers ,"The authorising officer responsible shall decide to whom the contract is to be awarded, in compliance with the selection and award criteria specified in the procurement documents. The contracting authority shall notify all candidates or tenderers, whose requests to participate or tenders are rejected, of the grounds on which the decision was taken, as well as the duration of the standstill periods referred to in Articles 175(2) and 178(1). For the award of specific contracts under a framework contract with reopening of competition, the contracting authority shall inform the tenderers of the result of the evaluation. The contracting authority shall inform each tenderer who is not in an exclusion situation referred to in Article 136(1), who is not rejected under Article 141, whose tender is compliant with the procurement documents and who makes a request in writing, of any of the following: (a) the name of the tenderer, or tenderers in the case of a framework contract, to whom the contract is awarded and, except in the case of a specific contract under a framework contract with reopening of competition, the characteristics and relative advantages of the successful tender, the price paid or contract value, whichever is appropriate; (b) the progress of negotiation and dialogue with tenderers. However, the contracting authority may decide to withhold certain information where its release would impede law enforcement, would be contrary to the public interest or would prejudice the legitimate commercial interests of economic operators or might distort fair competition between them."
contracting authority,notify,all candidates or tenderers whose requests to participate or tenders,"['candidate', 'tenderer']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 170  Award decision and information to candidates or tenderers ,"The authorising officer responsible shall decide to whom the contract is to be awarded, in compliance with the selection and award criteria specified in the procurement documents. The contracting authority shall notify all candidates or tenderers, whose requests to participate or tenders are rejected, of the grounds on which the decision was taken, as well as the duration of the standstill periods referred to in Articles 175(2) and 178(1). For the award of specific contracts under a framework contract with reopening of competition, the contracting authority shall inform the tenderers of the result of the evaluation. The contracting authority shall inform each tenderer who is not in an exclusion situation referred to in Article 136(1), who is not rejected under Article 141, whose tender is compliant with the procurement documents and who makes a request in writing, of any of the following: (a) the name of the tenderer, or tenderers in the case of a framework contract, to whom the contract is awarded and, except in the case of a specific contract under a framework contract with reopening of competition, the characteristics and relative advantages of the successful tender, the price paid or contract value, whichever is appropriate; (b) the progress of negotiation and dialogue with tenderers. However, the contracting authority may decide to withhold certain information where its release would impede law enforcement, would be contrary to the public interest or would prejudice the legitimate commercial interests of economic operators or might distort fair competition between them."
