Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
payment union contribution,base,on the fulfilment of the conditions referred to in paragraph 1 including the improvement of the management of public finances,"['fulfilment', 'condition', 'paragraph', 'improvement', 'management', 'public finance']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
payment,be,conditional in addition also on the achievement of milestones measured by objective performance indicators reflecting results and reform progress over time in the respective sector,"['addition', 'achievement', 'milestone', 'objective performance indicator', 'result', 'reform', 'progress', 'time', 'respective sector']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
corresponding financing agreement,conclude,shall contain: an obligation for the third country to provide the commission with reliable and timely information which allows the commission to evaluate the fulfilment of the conditions referred to in paragraph 2 a right for the commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights democratic principles and the rule of law and in serious cases of corruption appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding in the event that the third country is established that the payment of the relevant union funds has been vitiated by serious irregularities attributable to the third country with the third country,"['obligation', 'country', 'commission', 'reliable timely information', 'commission', 'fulfilment', 'condition', 'paragraph', 'right', 'commission', 'financing agreement', 'country', 'obligation', 'human right democratic principle', 'rule', 'law', 'case', 'corruption appropriate provision', 'country', 'relevant operation funding', 'event', 'country', 'payment', 'relevant union fund', 'irregularity', 'country', 'country']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
corresponding financing agreement,contain,an obligation for the third country to provide the commission with reliable and timely information which allows the commission to evaluate the fulfilment of the conditions referred to in paragraph 2 a right for the commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights democratic principles and the rule of law and in serious cases of corruption appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding in the event that the third country is established that the payment of the relevant union funds has been vitiated by serious irregularities attributable to the third country,"['obligation', 'country', 'commission', 'reliable timely information', 'commission', 'fulfilment', 'condition', 'paragraph', 'right', 'commission', 'financing agreement', 'country', 'obligation', 'human right democratic principle', 'rule', 'law', 'case', 'corruption appropriate provision', 'country', 'relevant operation funding', 'event', 'country', 'payment', 'relevant union fund', 'irregularity', 'country']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
country,breach,an obligation relating to respect for human rights democratic principles and the rule of law and in serious cases of corruption appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding in the event that the third country is established that the payment of the relevant union funds has been vitiated by serious irregularities attributable to the third country,"['obligation', 'human right democratic principle', 'rule', 'law', 'case', 'corruption appropriate provision', 'country', 'relevant operation funding', 'event', 'country', 'payment', 'relevant union fund', 'irregularity', 'country']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
country,be,to commit to immediately reimburse all or part of the relevant operation funding in the event to which,"['relevant operation funding', 'event']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
country,establish,that the payment of the relevant union funds has been vitiated by serious irregularities attributable to the third country,"['payment', 'relevant union fund', 'irregularity', 'country']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
payment relevant union fund,vitiate,by serious irregularities attributable to the third country,"['irregularity', 'country']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
second subparagraph article 1011,apply,in order to process the reimbursement referred to in point of the first subparagraph of this paragraph,"['order', 'reimbursement', 'point', 'subparagraph', 'paragraph']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support ,"Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
remunerate external expert,remunerate,on the basis of a fixed amount announced in advance,"['basis', 'fix', 'advance']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
remunerate external expert,choose,on the basis of remunerated external experts professional capacity,"['basis', 'remunerate external expert professional capacity']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
selection,do,on the basis of selection criteria respecting the principles of nondiscrimination equal treatment and absence of conflict of interests,"['basis', 'selection criterion', 'principle', 'nondiscrimination equal treatment', 'absence', 'conflict', 'interest']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
expression interest,publish,on the website of the union institution,"['website', 'union institution']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
expression interest,include,a description of the tasks the tasks duration and the fixed conditions of remuneration,"['description', 'task', 'task duration', 'fix condition', 'remuneration']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
list expert,draw,following the call for expression of interest,"['expression', 'interest']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
interested natural person,submit,an application at any time during the period of validity of the call for expression of interest with the exception of the last three months of that period,"['application', 'time', 'period', 'validity', 'expression', 'interest', 'exception', 'month', 'period']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
european parliament,adopt,each research framework programme by the council,"['research framework programme', 'council']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
expert,treat,for the purpose of section 2 of chapter 2 of title v as recipients,"['purpose', 'section', 'chapter', 'title v', 'recipient']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts ,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
union institution,reimburse,travel and subsistence expenses incurred by or where appropriate,['travel subsistence expense'],TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 238  Non-remunerated experts ,"Union institutions may reimburse travel and subsistence expenses incurred by, or where appropriate pay any other indemnities to, persons invited or mandated by them."
union institution,pay,any other indemnities,['indemnity'],TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 238  Non-remunerated experts ,"Union institutions may reimburse travel and subsistence expenses incurred by, or where appropriate pay any other indemnities to, persons invited or mandated by them."
union,pay,contributions as subscriptions to bodies of which it is a member or an observer,"['contribution', 'subscription', 'body', 'member', 'observer']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 239  Membership fees and other payments of subscriptions ,The Union may pay contributions as subscriptions to bodies of which it is a member or an observer.
union institution,pay,expenditure on the members and staff of union institutions including contributions to associations of current and former members of the european parliament and contributions to the european schools,"['expenditure', 'member', 'staff', 'union institution', 'contribution', 'association', 'current member', 'european parliament', 'contribution', 'european school']",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 240  Expenditure on the members and staff of Union institutions ,"Unions institutions may pay expenditure on the members and staff of Union institutions, including contributions to associations of current and former members of the European Parliament, and contributions to the European schools."
