Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
performance indicator,refer,to in article 261(3,['article'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
integrate financial accountability report,refer,shall present each report in a separate and clearly identifiable manner to in paragraph 1,"['report', 'separate clearly identifiable manner', 'paragraph']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
integrate financial accountability report,present,each report in a separate and clearly identifiable manner,"['report', 'separate clearly identifiable manner']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
individual report,make,by 30 june with the exception of the final consolidated accounts,"['30 june', 'exception', 'final consolidated account']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 247  Integrated financial and accountability reporting ,"By 31 July of the following financial year the Commission shall communicate to the European Parliament and to the Council an integrated set of financial and accountability reports which includes: (a) the final consolidated accounts as referred to in Article 246; (b) the annual management and performance report providing for a clear and concise summary of the internal control and financial management achievements referred to in the annual activity reports of each authorising officer by delegation and including information on key governance arrangements in the Commission as well as: (i) an estimation of the level of error in Union expenditure based on a consistent methodology and an estimate of future corrections; (ii) information on the preventive and corrective actions covering the budget, which shall present the financial impact of the actions taken to protect the budget from expenditure in breach of law; (iii) information on the implementation of the Commission’s anti-fraud strategy; (c) a long-term forecast of future inflows and outflows covering the next five years, based on the applicable multiannual financial frameworks and Decision 2014/335/EU, Euratom; L 193/148  (d) the annual internal audit report as referred to in Article 118(4); (e) the evaluation on the Union’s finances based on the results achieved, as referred to in Article 318 TFEU, assessing in particular the progress towards the achievement of policy objectives taking into account the performance indicators referred to in Article 33 of this Regulation; (f) the report on the follow-up to the discharge as referred to in Article 261(3). The integrated financial and accountability reporting referred to in paragraph 1 shall present each report in a separate and clearly identifiable manner. Each individual report shall be made available to the European Parliament, to the Council and to the Court of Auditors by 30 June, with the exception of the final consolidated accounts. CHAPTER 3 Budgetary and other financial reporting"
accounting officer commission,send,in addition to the annual statements and reports provided for in articles 243 and 244 once to the european parliament and to the council figures,"['addition', 'annual statement', 'report', 'article', 'european parliament', 'council figure']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
accounting officer commission,aggregate,at chapter level,['chapter level'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
accounting officer commission,break,separately by chapter article and item on budget implementation both for revenue and for expenditure,"['chapter article', 'item', 'budget implementation', 'revenue', 'expenditure']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
accounting officer commission,cover,all available appropriations,['available appropriation'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
council figure,provide,details of the use of appropriations carried over also,"['detail', 'use', 'appropriation']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
council figure,make,within 10 working days of the end of each month via the commissions website,"['10 working day', 'end', 'month', 'commission website']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 248  Monthly reporting on budget implementation ,"In addition to the annual statements and reports provided for in Articles 243 and 244, the accounting officer of the Commission shall send once a month to the European Parliament and to the Council figures, aggregated at chapter level at least, as well as separately broken down by chapter, article and item, on budget implementation, both for revenue and for expenditure covering all available appropriations. Those figures shall also provide details of the use of appropriations carried over. The figures shall be made available within 10 working days of the end of each month via the Commission’s website."
union institution body,refer,shall prepare a report on budgetary and financial management for the financial year to in article 241,"['report', 'budgetary financial management', 'financial year', 'article']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 249  Annual report on budgetary and financial management ,"Each Union institution and each body referred to in Article 241 shall prepare a report on budgetary and financial management for the financial year. They shall make the report available to the European Parliament, to the Council and to the Court of Auditors, by 31 March of the following financial year. The report referred to in paragraph 1 shall provide summary information on the transfers of appropriations among the various budgetary items."
union institution body,prepare,a report on budgetary and financial management for the financial year,"['report', 'budgetary financial management', 'financial year']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 249  Annual report on budgetary and financial management ,"Each Union institution and each body referred to in Article 241 shall prepare a report on budgetary and financial management for the financial year. They shall make the report available to the European Parliament, to the Council and to the Court of Auditors, by 31 March of the following financial year. The report referred to in paragraph 1 shall provide summary information on the transfers of appropriations among the various budgetary items."
union institution body,make,a report on budgetary and financial management available to the european parliament to the council and to the court of auditors by 31 march of the financial year,"['report', 'budgetary financial management', 'european parliament', 'council', 'court', 'auditor', '31 march', 'financial year']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 249  Annual report on budgetary and financial management ,"Each Union institution and each body referred to in Article 241 shall prepare a report on budgetary and financial management for the financial year. They shall make the report available to the European Parliament, to the Council and to the Court of Auditors, by 31 March of the following financial year. The report referred to in paragraph 1 shall provide summary information on the transfers of appropriations among the various budgetary items."
report budgetary financial management,refer,shall provide summary information on the transfers of appropriations among the various budgetary items to in paragraph 1,"['summary information', 'transfer', 'appropriation', 'budgetary item', 'paragraph']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 249  Annual report on budgetary and financial management ,"Each Union institution and each body referred to in Article 241 shall prepare a report on budgetary and financial management for the financial year. They shall make the report available to the European Parliament, to the Council and to the Court of Auditors, by 31 March of the following financial year. The report referred to in paragraph 1 shall provide summary information on the transfers of appropriations among the various budgetary items."
report budgetary financial management,provide,summary information on the transfers of appropriations among the various budgetary items,"['information', 'transfer', 'appropriation', 'budgetary item']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 249  Annual report on budgetary and financial management ,"Each Union institution and each body referred to in Article 241 shall prepare a report on budgetary and financial management for the financial year. They shall make the report available to the European Parliament, to the Council and to the Court of Auditors, by 31 March of the following financial year. The report referred to in paragraph 1 shall provide summary information on the transfers of appropriations among the various budgetary items."
information,make,at the same time,['time'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,"Article 250  Annual report on financial instruments, budgetary guarantees and financial assistance ","The Commission shall report annually to the European Parliament and to the Council on financial instruments, budgetary guarantees, financial assistance and contingent liabilities in accordance with Article 41(4) and (5) and with points (d) and (e) of Article 52(1). That information shall be made available to the Court of Auditors at the same time."
accounting officer commission,send,a report containing information on current risks noted general trends observed new accounting issues encountered and progress on accounting matters including where identified by the court of auditors as well as information on recoveries by 15 september of each financial year to the european parliament and to the council,"['report', 'information', 'current risk', 'general trend', 'new accounting issue', 'accounting matter', 'court', 'auditor', 'information', 'recovery', '15 september', 'financial year', 'european parliament', 'council']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 251  Status report on accounting issues ,"By 15 September of each financial year, the accounting officer of the Commission shall send to the European Parliament and to the Council a report containing information on current risks noted, general trends observed, new accounting issues encountered and progress on accounting matters, including where identified by the Court of Auditors, as well as information on recoveries."
general trend,observe,new accounting issues encountered and progress on accounting matters including where identified by the court of auditors as well as information on recoveries,"['new accounting issue', 'accounting matter', 'court', 'auditor', 'information', 'recovery']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 251  Status report on accounting issues ,"By 15 September of each financial year, the accounting officer of the Commission shall send to the European Parliament and to the Council a report containing information on current risks noted, general trends observed, new accounting issues encountered and progress on accounting matters, including where identified by the Court of Auditors, as well as information on recoveries."
new accounting issue,progress,on accounting matters including where identified by the court of auditors as well as information on recoveries,"['accounting matter', 'court', 'auditor', 'information', 'recovery']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 251  Status report on accounting issues ,"By 15 September of each financial year, the accounting officer of the Commission shall send to the European Parliament and to the Council a report containing information on current risks noted, general trends observed, new accounting issues encountered and progress on accounting matters, including where identified by the Court of Auditors, as well as information on recoveries."
board union trust fund concern,approve,the annual report of the union trust fund drawn up by the authorising officer,"['annual report', 'union trust fund', 'authorise officer']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 252  Reporting on Union trust funds for external actions ,"In accordance with Article 41(6), the Commission shall report annually to the European Parliament and to the Council on the activities supported by Union trust funds referred to in Article 234, on their implementation and performance, as well as on their accounts. The Board of the Union trust fund concerned shall approve the annual report of the Union trust fund drawn up by the authorising officer. It shall also approve the final accounts drawn up by the accounting officer. The final accounts shall be presented by the Board to the European Parliament and Council in the context of the discharge procedure for the Commission."
board union trust fund concern,approve,the final accounts drawn up by the authorising officer also,"['final account', 'authorise officer']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 252  Reporting on Union trust funds for external actions ,"In accordance with Article 41(6), the Commission shall report annually to the European Parliament and to the Council on the activities supported by Union trust funds referred to in Article 234, on their implementation and performance, as well as on their accounts. The Board of the Union trust fund concerned shall approve the annual report of the Union trust fund drawn up by the authorising officer. It shall also approve the final accounts drawn up by the accounting officer. The final accounts shall be presented by the Board to the European Parliament and Council in the context of the discharge procedure for the Commission."
final account draw accounting officer,present,by the board of the union trust fund,"['board', 'union trust fund']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 252  Reporting on Union trust funds for external actions ,"In accordance with Article 41(6), the Commission shall report annually to the European Parliament and to the Council on the activities supported by Union trust funds referred to in Article 234, on their implementation and performance, as well as on their accounts. The Board of the Union trust fund concerned shall approve the annual report of the Union trust fund drawn up by the authorising officer. It shall also approve the final accounts drawn up by the accounting officer. The final accounts shall be presented by the Board to the European Parliament and Council in the context of the discharge procedure for the Commission."
final account draw accounting officer,concern,to the european parliament and council in the context of the discharge procedure for the commission,"['european parliament', 'council', 'context', 'discharge procedure', 'commission']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 252  Reporting on Union trust funds for external actions ,"In accordance with Article 41(6), the Commission shall report annually to the European Parliament and to the Council on the activities supported by Union trust funds referred to in Article 234, on their implementation and performance, as well as on their accounts. The Board of the Union trust fund concerned shall approve the annual report of the Union trust fund drawn up by the authorising officer. It shall also approve the final accounts drawn up by the accounting officer. The final accounts shall be presented by the Board to the European Parliament and Council in the context of the discharge procedure for the Commission."
