Head,Relation,Tail,Title,Article,Original Tail,Original Article Text
interest yield prefinance payment,consider,contribution,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,as part of the contribution,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
european political party,shall,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 229  Report on the use of the contributions ,in accordance with article 23 of regulation (eu euratom,"A European political party shall, in accordance with Article 23 of Regulation (EU, Euratom) No 1141/2014, submit its annual report on the use of the contribution and its annual financial statements for approval to the authorising officer responsible. The annual activity report referred to in Article 74(9) shall be drafted by the authorising officer responsible on the basis of the annual report and the annual financial statements referred to in paragraph 1 of this Article. Other supporting documents may be used for the purposes of drafting that report."
annual report,refer,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 229  Report on the use of the contributions ,to in article 74(9,"A European political party shall, in accordance with Article 23 of Regulation (EU, Euratom) No 1141/2014, submit its annual report on the use of the contribution and its annual financial statements for approval to the authorising officer responsible. The annual activity report referred to in Article 74(9) shall be drafted by the authorising officer responsible on the basis of the annual report and the annual financial statements referred to in paragraph 1 of this Article. Other supporting documents may be used for the purposes of drafting that report."
annual report,draft,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 229  Report on the use of the contributions ,by the authorising officer responsible on the basis of the annual report and the annual financial statements referred to in paragraph 1 of article 74(9,"A European political party shall, in accordance with Article 23 of Regulation (EU, Euratom) No 1141/2014, submit its annual report on the use of the contribution and its annual financial statements for approval to the authorising officer responsible. The annual activity report referred to in Article 74(9) shall be drafted by the authorising officer responsible on the basis of the annual report and the annual financial statements referred to in paragraph 1 of this Article. Other supporting documents may be used for the purposes of drafting that report."
support document,use,annual report,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 229  Report on the use of the contributions ,for the purposes of drafting the annual report,"A European political party shall, in accordance with Article 23 of Regulation (EU, Euratom) No 1141/2014, submit its annual report on the use of the contribution and its annual financial statements for approval to the authorising officer responsible. The annual activity report referred to in Article 74(9) shall be drafted by the authorising officer responsible on the basis of the annual report and the annual financial statements referred to in paragraph 1 of this Article. Other supporting documents may be used for the purposes of drafting that report."
annual financial statement,be,authority,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,without prejudice to subsequent checks by the authority,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
european political party,fail,european political party obligation,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,to comply with the european political party obligations related to the use of contributions where,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
european political party,give,european political party observation,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,the opportunity to present the european political party observations,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
authorise officer responsible,verify,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,before making a payment that the european political party is still registered in the register referred to in article 7 of regulation (eu euratom) no 11412014,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
european political party,register,register,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,still in the register,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
authorise officer responsible,be,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,the subject of any of the penalties provided for in article 27 of that regulation between the date of the european political party application and the end of the financial year covered by the contribution,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
european political party,register,register,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,where no longer in the register,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
authorise officer responsible,suspend,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 230  Amount of the contribution ,reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in article 225(8) of this regulation in proportion to the seriousness of the errors irregularities fraud or other breach of obligations related to the use of contribution,"The amount of the contribution shall not become final until the annual report and the annual financial statements referred to in Article 229(1) have been approved by the authorising officer responsible. Approval of the annual report and the annual financial statements shall be without prejudice to subsequent checks by the Authority. Any unspent amount of pre-financing shall not become final until it has been used by the European political party to pay reimbursable expenditure which meets the criteria defined in the call for contributions. Where the European political party fails to comply with its obligations related to the use of contributions, the contributions shall be suspended, reduced or terminated after the European political party has been given the opportunity to present its observations. The authorising officer responsible shall verify before making a payment that the European political party is still registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 and has not been the subject of any of the penalties provided for in Article 27 of that Regulation between the date of its application and the end of the financial year covered by the contribution. Where the European political party is no longer registered in the Register referred to in Article 7 of Regulation (EU, Euratom) No 1141/2014 or has been the subject of any of the penalties provided for in Article 27 of that Regulation, the authorising officer responsible may suspend, reduce or terminate the contribution and recover amounts unduly paid under the agreement referred to in Article 225(8) of this Regulation, in proportion to the seriousness of the errors, irregularities, fraud or other breach of obligations related to the use of contribution, after the European political party has been given the opportunity to present its observations."
european parliament,exercise,european parliament power,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 231  Control and penalties ,the european parliament powers of control on documents and on the premises as well as for olaf and the court of auditors,"Each agreement referred to in Article 225(8) shall provide expressly for the European Parliament to exercise its powers of control on documents and on the premises, as well as for OLAF and the Court of Auditors to exercise their respective competences and powers, referred to in Article 129, over all European political parties that have received Union funding, their contractors and subcontractors. L 193/142  Administrative and financial penalties which are effective, proportionate and dissuasive may be imposed by the authorising officer responsible, in accordance with Articles 136 and 137 of this Regulation and with Article 27 of Regulation (EU, Euratom) No 1141/2014. Penalties referred to in paragraph 2 may also be imposed on European political parties which, at the moment of the submission of the application for contribution or after having received the contribution, made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information."
european parliament,exercise,auditor respective competence,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 231  Control and penalties ,olaf and the court of auditors respective competences and powers,"Each agreement referred to in Article 225(8) shall provide expressly for the European Parliament to exercise its powers of control on documents and on the premises, as well as for OLAF and the Court of Auditors to exercise their respective competences and powers, referred to in Article 129, over all European political parties that have received Union funding, their contractors and subcontractors. L 193/142  Administrative and financial penalties which are effective, proportionate and dissuasive may be imposed by the authorising officer responsible, in accordance with Articles 136 and 137 of this Regulation and with Article 27 of Regulation (EU, Euratom) No 1141/2014. Penalties referred to in paragraph 2 may also be imposed on European political parties which, at the moment of the submission of the application for contribution or after having received the contribution, made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information."
agreement,refer,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 231  Control and penalties ,to in article 129 over all european political parties that have received union funding olaf and the court of auditors contractors and subcontractors,"Each agreement referred to in Article 225(8) shall provide expressly for the European Parliament to exercise its powers of control on documents and on the premises, as well as for OLAF and the Court of Auditors to exercise their respective competences and powers, referred to in Article 129, over all European political parties that have received Union funding, their contractors and subcontractors. L 193/142  Administrative and financial penalties which are effective, proportionate and dissuasive may be imposed by the authorising officer responsible, in accordance with Articles 136 and 137 of this Regulation and with Article 27 of Regulation (EU, Euratom) No 1141/2014. Penalties referred to in paragraph 2 may also be imposed on European political parties which, at the moment of the submission of the application for contribution or after having received the contribution, made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information."
penalty,refer,authorise officer,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 231  Control and penalties ,may also be imposed on european political parties which at the moment of the submission of the application for contribution or after having received the contribution made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information to in paragraph 2,"Each agreement referred to in Article 225(8) shall provide expressly for the European Parliament to exercise its powers of control on documents and on the premises, as well as for OLAF and the Court of Auditors to exercise their respective competences and powers, referred to in Article 129, over all European political parties that have received Union funding, their contractors and subcontractors. L 193/142  Administrative and financial penalties which are effective, proportionate and dissuasive may be imposed by the authorising officer responsible, in accordance with Articles 136 and 137 of this Regulation and with Article 27 of Regulation (EU, Euratom) No 1141/2014. Penalties referred to in paragraph 2 may also be imposed on European political parties which, at the moment of the submission of the application for contribution or after having received the contribution, made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information."
penalty,impose,authorise officer,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 231  Control and penalties ,also on european political parties which at the moment of the submission of the application for contribution or after having received the contribution made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information,"Each agreement referred to in Article 225(8) shall provide expressly for the European Parliament to exercise its powers of control on documents and on the premises, as well as for OLAF and the Court of Auditors to exercise their respective competences and powers, referred to in Article 129, over all European political parties that have received Union funding, their contractors and subcontractors. L 193/142  Administrative and financial penalties which are effective, proportionate and dissuasive may be imposed by the authorising officer responsible, in accordance with Articles 136 and 137 of this Regulation and with Article 27 of Regulation (EU, Euratom) No 1141/2014. Penalties referred to in paragraph 2 may also be imposed on European political parties which, at the moment of the submission of the application for contribution or after having received the contribution, made false declarations in supplying the information requested by the authorising officer responsible or failed to supply such information."
european political party,keep,record,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 232  Record keeping ,all records,"European political parties shall keep all records and supporting documents pertaining to the contribution for five years following the last payment related to the contribution. Records related to audits, appeals, litigation, the settlement of claims arising out of the use of the contribution or to OLAF investigations, if notified to the recipient, shall be retained until the end of such audits, appeals, litigation, settlement of claims or investigations."
european political party,support,payment,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 232  Record keeping ,documents pertaining to the contribution for five years following the last payment related to the contribution,"European political parties shall keep all records and supporting documents pertaining to the contribution for five years following the last payment related to the contribution. Records related to audits, appeals, litigation, the settlement of claims arising out of the use of the contribution or to OLAF investigations, if notified to the recipient, shall be retained until the end of such audits, appeals, litigation, settlement of claims or investigations."
record relate audits appeal litigation,retain,end,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 232  Record keeping ,until the end of such audits appeals litigation settlement of claims or investigations,"European political parties shall keep all records and supporting documents pertaining to the contribution for five years following the last payment related to the contribution. Records related to audits, appeals, litigation, the settlement of claims arising out of the use of the contribution or to OLAF investigations, if notified to the recipient, shall be retained until the end of such audits, appeals, litigation, settlement of claims or investigations."
independent external audit body expert,refer,article,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 233  Selection of external audit bodies or experts ,to in article 23 of regulation (eu euratom,"The independent external audit bodies or experts referred to in Article 23 of Regulation (EU, Euratom) No 1141/2014 shall be selected through a procurement procedure. The term of their contract shall be no longer than five years. After two consecutive terms, they shall be deemed to have conflicting interests which may negatively affect the performance of the audit."
independent external audit body expert,deem,audit,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 233  Selection of external audit bodies or experts ,to have conflicting interests which may negatively affect the performance of the audit after two consecutive terms,"The independent external audit bodies or experts referred to in Article 23 of Regulation (EU, Euratom) No 1141/2014 shall be selected through a procurement procedure. The term of their contract shall be no longer than five years. After two consecutive terms, they shall be deemed to have conflicting interests which may negatively affect the performance of the audit."
